filename,fold,target,category,esc10,src_file,take,file_path,yamnet_prediction,confidence
5-198411-C-20.wav,5,20,crying_baby,True,198411,C,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/5-198411-C-20.wav,"Crying, sobbing",0.21139943599700928
3-151081-A-20.wav,3,20,crying_baby,True,151081,A,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/3-151081-A-20.wav,"Crying, sobbing",0.9602681994438171
5-184323-A-42.wav,5,42,siren,False,184323,A,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/5-184323-A-42.wav,Siren,0.954960823059082
1-22694-A-20.wav,1,20,crying_baby,True,22694,A,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/1-22694-A-20.wav,"Crying, sobbing",0.9550091028213501
4-125070-A-19.wav,4,19,thunderstorm,False,125070,A,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/4-125070-A-19.wav,Thunderstorm,0.3060065805912018
2-138465-A-43.wav,2,43,car_horn,False,138465,A,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/2-138465-A-43.wav,Vehicle,0.4342883229255676
4-167077-B-20.wav,4,20,crying_baby,True,167077,B,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/4-167077-B-20.wav,"Crying, sobbing",0.7706480026245117
1-76831-C-42.wav,1,42,siren,False,76831,C,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/1-76831-C-42.wav,Siren,0.9294363260269165
3-51909-A-42.wav,3,42,siren,False,51909,A,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/3-51909-A-42.wav,Siren,0.5230234265327454
2-117615-E-48.wav,2,48,fireworks,False,117615,E,/kaggle/input/esc50-audio-dataset/ESC-50-master/ESC-50-master/audio/2-117615-E-48.wav,Thunk,0.31500157713890076
